Category,Kmer,Sample,Program,Score,Reads
Single-Copy,KmerC,MM5,Transpi,75.8,"21,930,527"
Single-Copy,KmerC,CE1,Transpi,76,"20,345,696"
Single-Copy,KmerC,CE2,Transpi,75.8,"19,948,493"
Single-Copy,KmerC,CE3,Transpi,73.6,"21,276,093"
Single-Copy,KmerC,CE4,Transpi,76.2,"23,993,704"
Single-Copy,KmerC,CE5,Transpi,75.3,"25,110,365"
Single-Copy,KmerC,CE6,Transpi,74.8,"22,967,010"
Single-Copy,KmerC,DM1,Transpi,79.2,"8,276,228"
Single-Copy,KmerC,DM2,Transpi,80.8,"47,552,414"
Single-Copy,KmerC,DM3,Transpi,83.9,"45,807,064"
Single-Copy,KmerC,DM4,Transpi,80.9,"29,221,598"
Single-Copy,KmerC,DM5,Transpi,80.4,"46,936,912"
Duplicated,KmerA,MM1,Transpi,18.1,"21,173,335"
Duplicated,KmerA,MM2,Transpi,18.1,"22,731,971"
Duplicated,KmerA,MM3,Transpi,12,"68,712,046"
Duplicated,KmerA,MM4,Transpi,14.4,"59,012,049"
Duplicated,KmerA,MM5,Transpi,21.2,"21,930,527"
Duplicated,KmerA,CE1,Transpi,9.7,"20,345,696"
Duplicated,KmerA,CE2,Transpi,11.3,"19,948,493"
Duplicated,KmerA,CE3,Transpi,11,"21,276,093"
Duplicated,KmerA,CE4,Transpi,9.7,"23,993,704"
Duplicated,KmerA,CE5,Transpi,9.9,"25,110,365"
Duplicated,KmerA,CE6,Transpi,10,"22,967,010"
Duplicated,KmerA,DM1,Transpi,4.7,"8,276,228"
Duplicated,KmerA,DM2,Transpi,16.1,"47,552,414"
Duplicated,KmerA,DM3,Transpi,13.4,"45,807,064"
Duplicated,KmerA,DM4,Transpi,9.1,"29,221,598"
Duplicated,KmerA,DM5,Transpi,13.6,"46,936,912"
Duplicated,KmerB,MM1,Transpi,15.7,"21,173,335"
Duplicated,KmerB,MM2,Transpi,17.8,"22,731,971"
Duplicated,KmerB,MM3,Transpi,11.7,"68,712,046"
Duplicated,KmerB,MM4,Transpi,13.7,"59,012,049"
Duplicated,KmerB,MM5,Transpi,20.3,"21,930,527"
Duplicated,KmerB,CE1,Transpi,10.4,"20,345,696"
Duplicated,KmerB,CE2,Transpi,11,"19,948,493"
Duplicated,KmerB,CE3,Transpi,11,"21,276,093"
Duplicated,KmerB,CE4,Transpi,9.8,"23,993,704"
Duplicated,KmerB,CE5,Transpi,10.5,"25,110,365"
Duplicated,KmerB,CE6,Transpi,9.8,"22,967,010"
Duplicated,KmerB,DM1,Transpi,5.1,"8,276,228"
Duplicated,KmerB,DM2,Transpi,18.2,"47,552,414"
Duplicated,KmerB,DM3,Transpi,13.7,"45,807,064"
Duplicated,KmerB,DM4,Transpi,9.1,"29,221,598"
Duplicated,KmerB,DM5,Transpi,12.3,"46,936,912"
Duplicated,KmerC,MM1,Transpi,16.2,"21,173,335"
Duplicated,KmerC,MM2,Transpi,18.3,"22,731,971"
Duplicated,KmerC,MM3,Transpi,10.5,"68,712,046"
Duplicated,KmerC,MM4,Transpi,14.5,"59,012,049"
Duplicated,KmerC,MM5,Transpi,20.3,"21,930,527"
Duplicated,KmerC,CE1,Transpi,9.7,"20,345,696"
Duplicated,KmerC,CE2,Transpi,10.5,"19,948,493"
Duplicated,KmerC,CE3,Transpi,12,"21,276,093"
Duplicated,KmerC,CE4,Transpi,9.5,"23,993,704"
Duplicated,KmerC,CE5,Transpi,10.6,"25,110,365"
Duplicated,KmerC,CE6,Transpi,10.1,"22,967,010"
Duplicated,KmerC,DM1,Transpi,3.8,"8,276,228"
Duplicated,KmerC,DM2,Transpi,15.3,"47,552,414"
Duplicated,KmerC,DM3,Transpi,11.5,"45,807,064"
Duplicated,KmerC,DM4,Transpi,10.4,"29,221,598"
Duplicated,KmerC,DM5,Transpi,13,"46,936,912"
Fragmented,KmerA,MM1,Transpi,1.4,"21,173,335"
Fragmented,KmerA,MM2,Transpi,1.7,"22,731,971"
Fragmented,KmerA,MM3,Transpi,2.7,"68,712,046"
Fragmented,KmerA,MM4,Transpi,2.2,"59,012,049"
Fragmented,KmerA,MM5,Transpi,2.4,"21,930,527"
Fragmented,KmerA,CE1,Transpi,1.7,"20,345,696"
Fragmented,KmerA,CE2,Transpi,1.3,"19,948,493"
Fragmented,KmerA,CE3,Transpi,2,"21,276,093"
Fragmented,KmerA,CE4,Transpi,2,"23,993,704"
Fragmented,KmerA,CE5,Transpi,2.1,"25,110,365"
Fragmented,KmerA,CE6,Transpi,2.7,"22,967,010"
Fragmented,KmerA,DM1,Transpi,2.6,"8,276,228"
Fragmented,KmerA,DM2,Transpi,1.3,"47,552,414"
Fragmented,KmerA,DM3,Transpi,1.8,"45,807,064"
Fragmented,KmerA,DM4,Transpi,4,"29,221,598"
Fragmented,KmerA,DM5,Transpi,3.1,"46,936,912"
Fragmented,KmerB,MM1,Transpi,1.3,"21,173,335"
Fragmented,KmerB,MM2,Transpi,1.2,"22,731,971"
Fragmented,KmerB,MM3,Transpi,3.1,"68,712,046"
Fragmented,KmerB,MM4,Transpi,2.6,"59,012,049"
Fragmented,KmerB,MM5,Transpi,2.7,"21,930,527"
Fragmented,KmerB,CE1,Transpi,1.8,"20,345,696"
Fragmented,KmerB,CE2,Transpi,1.4,"19,948,493"
Fragmented,KmerB,CE3,Transpi,2,"21,276,093"
Fragmented,KmerB,CE4,Transpi,2.2,"23,993,704"
Fragmented,KmerB,CE5,Transpi,1.9,"25,110,365"
Fragmented,KmerB,CE6,Transpi,2.5,"22,967,010"
Fragmented,KmerB,DM1,Transpi,2.5,"8,276,228"
Fragmented,KmerB,DM2,Transpi,1.7,"47,552,414"
Fragmented,KmerB,DM3,Transpi,1.6,"45,807,064"
Fragmented,KmerB,DM4,Transpi,4,"29,221,598"
Fragmented,KmerB,DM5,Transpi,3.4,"46,936,912"
Fragmented,KmerC,MM1,Transpi,1.3,"21,173,335"
Fragmented,KmerC,MM2,Transpi,1.1,"22,731,971"
Fragmented,KmerC,MM3,Transpi,3.5,"68,712,046"
Fragmented,KmerC,MM4,Transpi,2.1,"59,012,049"
Fragmented,KmerC,MM5,Transpi,2.5,"21,930,527"
Fragmented,KmerC,CE1,Transpi,1.7,"20,345,696"
Fragmented,KmerC,CE2,Transpi,1.3,"19,948,493"
Fragmented,KmerC,CE3,Transpi,2,"21,276,093"
Fragmented,KmerC,CE4,Transpi,1.8,"23,993,704"
Fragmented,KmerC,CE5,Transpi,2,"25,110,365"
Fragmented,KmerC,CE6,Transpi,2.4,"22,967,010"
Fragmented,KmerC,DM1,Transpi,2.4,"8,276,228"
Fragmented,KmerC,DM2,Transpi,1.4,"47,552,414"
Fragmented,KmerC,DM3,Transpi,1.8,"45,807,064"
Fragmented,KmerC,DM4,Transpi,4,"29,221,598"
Fragmented,KmerC,DM5,Transpi,2.8,"46,936,912"
Missing,KmerA,MM1,Transpi,1.5,"21,173,335"
Missing,KmerA,MM2,Transpi,1.6,"22,731,971"
Missing,KmerA,MM3,Transpi,2.7,"68,712,046"
Missing,KmerA,MM4,Transpi,1.9,"59,012,049"
Missing,KmerA,MM5,Transpi,1.9,"21,930,527"
Missing,KmerA,CE1,Transpi,12.4,"20,345,696"
Missing,KmerA,CE2,Transpi,12.3,"19,948,493"
Missing,KmerA,CE3,Transpi,12.6,"21,276,093"
Missing,KmerA,CE4,Transpi,12.3,"23,993,704"
Missing,KmerA,CE5,Transpi,12.2,"25,110,365"
Missing,KmerA,CE6,Transpi,12.6,"22,967,010"
Missing,KmerA,DM1,Transpi,14.4,"8,276,228"
Missing,KmerA,DM2,Transpi,2.5,"47,552,414"
Missing,KmerA,DM3,Transpi,3,"45,807,064"
Missing,KmerA,DM4,Transpi,4.9,"29,221,598"
Missing,KmerA,DM5,Transpi,3.5,"46,936,912"
Missing,KmerB,MM1,Transpi,1.5,"21,173,335"
Missing,KmerB,MM2,Transpi,1.7,"22,731,971"
Missing,KmerB,MM3,Transpi,2.1,"68,712,046"
Missing,KmerB,MM4,Transpi,1.8,"59,012,049"
Missing,KmerB,MM5,Transpi,1.8,"21,930,527"
Missing,KmerB,CE1,Transpi,12.5,"20,345,696"
Missing,KmerB,CE2,Transpi,12.8,"19,948,493"
Missing,KmerB,CE3,Transpi,13,"21,276,093"
Missing,KmerB,CE4,Transpi,12.5,"23,993,704"
Missing,KmerB,CE5,Transpi,12.8,"25,110,365"
Missing,KmerB,CE6,Transpi,12.5,"22,967,010"
Missing,KmerB,DM1,Transpi,14.4,"8,276,228"
Missing,KmerB,DM2,Transpi,2.8,"47,552,414"
Missing,KmerB,DM3,Transpi,2.8,"45,807,064"
Missing,KmerB,DM4,Transpi,4.9,"29,221,598"
Missing,KmerB,DM5,Transpi,4,"46,936,912"
Missing,KmerC,MM1,Transpi,1.4,"21,173,335"
Missing,KmerC,MM2,Transpi,1.8,"22,731,971"
Missing,KmerC,MM3,Transpi,2.8,"68,712,046"
Missing,KmerC,MM4,Transpi,2,"59,012,049"
Missing,KmerC,MM5,Transpi,1.4,"21,930,527"
Missing,KmerC,CE1,Transpi,12.6,"20,345,696"
Missing,KmerC,CE2,Transpi,12.4,"19,948,493"
Missing,KmerC,CE3,Transpi,12.4,"21,276,093"
Missing,KmerC,CE4,Transpi,12.5,"23,993,704"
Missing,KmerC,CE5,Transpi,12.1,"25,110,365"
Missing,KmerC,CE6,Transpi,12.7,"22,967,010"
Missing,KmerC,DM1,Transpi,14.6,"8,276,228"
Missing,KmerC,DM2,Transpi,2.5,"47,552,414"
Missing,KmerC,DM3,Transpi,2.8,"45,807,064"
Missing,KmerC,DM4,Transpi,4.7,"29,221,598"
Missing,KmerC,DM5,Transpi,3.8,"46,936,912"
Complete,KmerA,MM1,Trinity,98.4,"21,173,335"
Complete,KmerA,MM2,Trinity,98.6,"22,731,971"
Complete,KmerA,MM3,Trinity,95.5,"68,712,046"
Complete,KmerA,MM4,Trinity,97.3,"59,012,049"
Complete,KmerA,MM5,Trinity,97.6,"21,930,527"
Complete,KmerA,CE1,Trinity,86.8,"20,345,696"
Complete,KmerA,CE2,Trinity,87,"19,948,493"
Complete,KmerA,CE3,Trinity,86.6,"21,276,093"
Complete,KmerA,CE4,Trinity,86.3,"23,993,704"
Complete,KmerA,CE5,Trinity,86.5,"25,110,365"
Complete,KmerA,CE6,Trinity,86,"22,967,010"
Complete,KmerA,DM1,Trinity,84.4,"8,276,228"
Complete,KmerA,DM2,Trinity,97.3,"47,552,414"
Complete,KmerA,DM3,Trinity,96.4,"45,807,064"
Complete,KmerA,DM4,Trinity,91.7,"29,221,598"
Complete,KmerA,DM5,Trinity,94.2,"46,936,912"
Complete,KmerB,MM1,Trinity,98.4,"21,173,335"
Complete,KmerB,MM2,Trinity,98.5,"22,731,971"
Complete,KmerB,MM3,Trinity,95.5,"68,712,046"
Complete,KmerB,MM4,Trinity,97.2,"59,012,049"
Complete,KmerB,MM5,Trinity,97.5,"21,930,527"
Complete,KmerB,CE1,Trinity,86.8,"20,345,696"
Complete,KmerB,CE2,Trinity,87,"19,948,493"
Complete,KmerB,CE3,Trinity,86.7,"21,276,093"
Complete,KmerB,CE4,Trinity,86.2,"23,993,704"
Complete,KmerB,CE5,Trinity,86.4,"25,110,365"
Complete,KmerB,CE6,Trinity,86.3,"22,967,010"
Complete,KmerB,DM1,Trinity,84.4,"8,276,228"
Complete,KmerB,DM2,Trinity,97.1,"47,552,414"
Complete,KmerB,DM3,Trinity,96.4,"45,807,064"
Complete,KmerB,DM4,Trinity,91.6,"29,221,598"
Complete,KmerB,DM5,Trinity,94.2,"46,936,912"
Complete,KmerC,MM1,Trinity,98.4,"21,173,335"
Complete,KmerC,MM2,Trinity,98.5,"22,731,971"
Complete,KmerC,MM3,Trinity,95.5,"68,712,046"
Complete,KmerC,MM4,Trinity,97.5,"59,012,049"
Complete,KmerC,MM5,Trinity,97.9,"21,930,527"
Complete,KmerC,CE1,Trinity,86.8,"20,345,696"
Complete,KmerC,CE2,Trinity,86.8,"19,948,493"
Complete,KmerC,CE3,Trinity,86.7,"21,276,093"
Complete,KmerC,CE4,Trinity,86.4,"23,993,704"
Complete,KmerC,CE5,Trinity,86.2,"25,110,365"
Complete,KmerC,CE6,Trinity,86.3,"22,967,010"
Complete,KmerC,DM1,Trinity,84.5,"8,276,228"
Complete,KmerC,DM2,Trinity,97.3,"47,552,414"
Complete,KmerC,DM3,Trinity,96.6,"45,807,064"
Complete,KmerC,DM4,Trinity,91.7,"29,221,598"
Complete,KmerC,DM5,Trinity,94.1,"46,936,912"
Single-Copy,KmerA,MM1,Trinity,48.7,"21,173,335"
Single-Copy,KmerA,MM2,Trinity,45.3,"22,731,971"
Single-Copy,KmerA,MM3,Trinity,39.3,"68,712,046"
Single-Copy,KmerA,MM4,Trinity,36.6,"59,012,049"
Single-Copy,KmerA,MM5,Trinity,41.6,"21,930,527"
Single-Copy,KmerA,CE1,Trinity,71.8,"20,345,696"
Single-Copy,KmerA,CE2,Trinity,71.6,"19,948,493"
Single-Copy,KmerA,CE3,Trinity,71.4,"21,276,093"
Single-Copy,KmerA,CE4,Trinity,74,"23,993,704"
Single-Copy,KmerA,CE5,Trinity,72,"25,110,365"
Single-Copy,KmerA,CE6,Trinity,70.3,"22,967,010"
Single-Copy,KmerA,DM1,Trinity,74.7,"8,276,228"
Single-Copy,KmerA,DM2,Trinity,57.6,"47,552,414"
Single-Copy,KmerA,DM3,Trinity,61.5,"45,807,064"
Single-Copy,KmerA,DM4,Trinity,64,"29,221,598"
Single-Copy,KmerA,DM5,Trinity,63.7,"46,936,912"
Single-Copy,KmerB,MM1,Trinity,47.8,"21,173,335"
Single-Copy,KmerB,MM2,Trinity,45.9,"22,731,971"
Single-Copy,KmerB,MM3,Trinity,38.1,"68,712,046"
Single-Copy,KmerB,MM4,Trinity,36.2,"59,012,049"
Single-Copy,KmerB,MM5,Trinity,40,"21,930,527"
Single-Copy,KmerB,CE1,Trinity,72,"20,345,696"
Single-Copy,KmerB,CE2,Trinity,70.8,"19,948,493"
Single-Copy,KmerB,CE3,Trinity,70.2,"21,276,093"
Single-Copy,KmerB,CE4,Trinity,74.3,"23,993,704"
Single-Copy,KmerB,CE5,Trinity,73.2,"25,110,365"
Single-Copy,KmerB,CE6,Trinity,71.2,"22,967,010"
Single-Copy,KmerB,DM1,Trinity,75.3,"8,276,228"
Single-Copy,KmerB,DM2,Trinity,58,"47,552,414"
Single-Copy,KmerB,DM3,Trinity,62.4,"45,807,064"
Single-Copy,KmerB,DM4,Trinity,63.5,"29,221,598"
Single-Copy,KmerB,DM5,Trinity,62.3,"46,936,912"
Single-Copy,KmerC,MM1,Trinity,48.8,"21,173,335"
Single-Copy,KmerC,MM2,Trinity,46.7,"22,731,971"
Single-Copy,KmerC,MM3,Trinity,38.5,"68,712,046"
Single-Copy,KmerC,MM4,Trinity,36.9,"59,012,049"
Single-Copy,KmerC,MM5,Trinity,40.4,"21,930,527"
Single-Copy,KmerC,CE1,Trinity,72.9,"20,345,696"
Single-Copy,KmerC,CE2,Trinity,71.5,"19,948,493"
Single-Copy,KmerC,CE3,Trinity,71.1,"21,276,093"
Single-Copy,KmerC,CE4,Trinity,73,"23,993,704"
Single-Copy,KmerC,CE5,Trinity,72.3,"25,110,365"
Single-Copy,KmerC,CE6,Trinity,71.1,"22,967,010"
Single-Copy,KmerC,DM1,Trinity,75.1,"8,276,228"
Single-Copy,KmerC,DM2,Trinity,58.2,"47,552,414"
Single-Copy,KmerC,DM3,Trinity,62.1,"45,807,064"
Single-Copy,KmerC,DM4,Trinity,63.5,"29,221,598"
Single-Copy,KmerC,DM5,Trinity,64.1,"46,936,912"
Duplicated,KmerA,MM1,Trinity,49.7,"21,173,335"
Duplicated,KmerA,MM2,Trinity,53.3,"22,731,971"
Duplicated,KmerA,MM3,Trinity,56.2,"68,712,046"
Duplicated,KmerA,MM4,Trinity,60.7,"59,012,049"
Duplicated,KmerA,MM5,Trinity,56,"21,930,527"
Duplicated,KmerA,CE1,Trinity,15,"20,345,696"
Duplicated,KmerA,CE2,Trinity,15.4,"19,948,493"
Duplicated,KmerA,CE3,Trinity,15.2,"21,276,093"
Duplicated,KmerA,CE4,Trinity,12.3,"23,993,704"
Duplicated,KmerA,CE5,Trinity,14.5,"25,110,365"
Duplicated,KmerA,CE6,Trinity,15.7,"22,967,010"
Duplicated,KmerA,DM1,Trinity,9.7,"8,276,228"
Duplicated,KmerA,DM2,Trinity,39.7,"47,552,414"
Duplicated,KmerA,DM3,Trinity,34.9,"45,807,064"
Duplicated,KmerA,DM4,Trinity,27.7,"29,221,598"
Duplicated,KmerA,DM5,Trinity,30.5,"46,936,912"
Duplicated,KmerB,MM1,Trinity,50.6,"21,173,335"
Duplicated,KmerB,MM2,Trinity,52.6,"22,731,971"
Duplicated,KmerB,MM3,Trinity,57.4,"68,712,046"
Duplicated,KmerB,MM4,Trinity,61,"59,012,049"
Duplicated,KmerB,MM5,Trinity,57.5,"21,930,527"
Duplicated,KmerB,CE1,Trinity,14.8,"20,345,696"
Duplicated,KmerB,CE2,Trinity,16.2,"19,948,493"
Duplicated,KmerB,CE3,Trinity,16.5,"21,276,093"
Duplicated,KmerB,CE4,Trinity,11.9,"23,993,704"
Duplicated,KmerB,CE5,Trinity,13.2,"25,110,365"
Duplicated,KmerB,CE6,Trinity,15.1,"22,967,010"
Duplicated,KmerB,DM1,Trinity,9.1,"8,276,228"
Duplicated,KmerB,DM2,Trinity,39.1,"47,552,414"
Duplicated,KmerB,DM3,Trinity,34,"45,807,064"
Duplicated,KmerB,DM4,Trinity,28.1,"29,221,598"
Duplicated,KmerB,DM5,Trinity,31.9,"46,936,912"
Duplicated,KmerC,MM1,Trinity,49.6,"21,173,335"
Duplicated,KmerC,MM2,Trinity,51.8,"22,731,971"
Duplicated,KmerC,MM3,Trinity,57,"68,712,046"
Duplicated,KmerC,MM4,Trinity,60.6,"59,012,049"
Duplicated,KmerC,MM5,Trinity,57.5,"21,930,527"
Duplicated,KmerC,CE1,Trinity,13.9,"20,345,696"
Duplicated,KmerC,CE2,Trinity,15.3,"19,948,493"
Duplicated,KmerC,CE3,Trinity,15.6,"21,276,093"
Duplicated,KmerC,CE4,Trinity,13.4,"23,993,704"
Duplicated,KmerC,CE5,Trinity,13.9,"25,110,365"
Duplicated,KmerC,CE6,Trinity,15.2,"22,967,010"
Duplicated,KmerC,DM1,Trinity,9.4,"8,276,228"
Duplicated,KmerC,DM2,Trinity,39.1,"47,552,414"
Duplicated,KmerC,DM3,Trinity,34.5,"45,807,064"
Duplicated,KmerC,DM4,Trinity,28.2,"29,221,598"
Duplicated,KmerC,DM5,Trinity,30,"46,936,912"
Fragmented,KmerA,MM1,Trinity,0.6,"21,173,335"
Fragmented,KmerA,MM2,Trinity,0.7,"22,731,971"
Fragmented,KmerA,MM3,Trinity,3.2,"68,712,046"
Fragmented,KmerA,MM4,Trinity,1.5,"59,012,049"
Fragmented,KmerA,MM5,Trinity,1.6,"21,930,527"
Fragmented,KmerA,CE1,Trinity,1.6,"20,345,696"
Fragmented,KmerA,CE2,Trinity,1.5,"19,948,493"
Fragmented,KmerA,CE3,Trinity,1.9,"21,276,093"
Fragmented,KmerA,CE4,Trinity,2,"23,993,704"
Fragmented,KmerA,CE5,Trinity,1.6,"25,110,365"
Fragmented,KmerA,CE6,Trinity,1.9,"22,967,010"
Fragmented,KmerA,DM1,Trinity,2.5,"8,276,228"
Fragmented,KmerA,DM2,Trinity,0.8,"47,552,414"
Fragmented,KmerA,DM3,Trinity,1.5,"45,807,064"
Fragmented,KmerA,DM4,Trinity,4.6,"29,221,598"
Fragmented,KmerA,DM5,Trinity,3.1,"46,936,912"
Fragmented,KmerB,MM1,Trinity,0.6,"21,173,335"
Fragmented,KmerB,MM2,Trinity,0.6,"22,731,971"
Fragmented,KmerB,MM3,Trinity,3.2,"68,712,046"
Fragmented,KmerB,MM4,Trinity,1.6,"59,012,049"
Fragmented,KmerB,MM5,Trinity,1.6,"21,930,527"
Fragmented,KmerB,CE1,Trinity,1.6,"20,345,696"
Fragmented,KmerB,CE2,Trinity,1.5,"19,948,493"
Fragmented,KmerB,CE3,Trinity,1.8,"21,276,093"
Fragmented,KmerB,CE4,Trinity,2,"23,993,704"
Fragmented,KmerB,CE5,Trinity,1.7,"25,110,365"
Fragmented,KmerB,CE6,Trinity,1.9,"22,967,010"
Fragmented,KmerB,DM1,Trinity,2.6,"8,276,228"
Fragmented,KmerB,DM2,Trinity,0.9,"47,552,414"
Fragmented,KmerB,DM3,Trinity,1.5,"45,807,064"
Fragmented,KmerB,DM4,Trinity,4.7,"29,221,598"
Fragmented,KmerB,DM5,Trinity,3,"46,936,912"
Fragmented,KmerC,MM1,Trinity,0.6,"21,173,335"
Fragmented,KmerC,MM2,Trinity,0.6,"22,731,971"
Fragmented,KmerC,MM3,Trinity,3.2,"68,712,046"
Fragmented,KmerC,MM4,Trinity,1.3,"59,012,049"
Fragmented,KmerC,MM5,Trinity,1.4,"21,930,527"
Fragmented,KmerC,CE1,Trinity,1.6,"20,345,696"
Fragmented,KmerC,CE2,Trinity,1.6,"19,948,493"
Fragmented,KmerC,CE3,Trinity,1.8,"21,276,093"
Fragmented,KmerC,CE4,Trinity,1.9,"23,993,704"
Fragmented,KmerC,CE5,Trinity,1.7,"25,110,365"
Fragmented,KmerC,CE6,Trinity,1.9,"22,967,010"
Fragmented,KmerC,DM1,Trinity,2.5,"8,276,228"
Fragmented,KmerC,DM2,Trinity,0.8,"47,552,414"
Fragmented,KmerC,DM3,Trinity,1.4,"45,807,064"
Fragmented,KmerC,DM4,Trinity,4.7,"29,221,598"
Fragmented,KmerC,DM5,Trinity,3,"46,936,912"
Missing,KmerA,MM1,Trinity,12,"21,173,335"
Missing,KmerA,MM2,Trinity,0.7,"22,731,971"
Missing,KmerA,MM3,Trinity,1.3,"68,712,046"
Missing,KmerA,MM4,Trinity,1.2,"59,012,049"
Missing,KmerA,MM5,Trinity,0.8,"21,930,527"
Missing,KmerA,CE1,Trinity,11.6,"20,345,696"
Missing,KmerA,CE2,Trinity,11.5,"19,948,493"
Missing,KmerA,CE3,Trinity,11.5,"21,276,093"
Missing,KmerA,CE4,Trinity,11.7,"23,993,704"
Missing,KmerA,CE5,Trinity,11.9,"25,110,365"
Missing,KmerA,CE6,Trinity,12.1,"22,967,010"
Missing,KmerA,DM1,Trinity,13.1,"8,276,228"
Missing,KmerA,DM2,Trinity,1.9,"47,552,414"
Missing,KmerA,DM3,Trinity,2.1,"45,807,064"
